sdwa	DESC	ID
	悬赏任务	51020	<c:fff1cc74>เคลียร์<w>เควสต์<w>ล่ารางวัล<w> 3 เควสต์<w>จาก<w>หมู่บ้านฮิวแมนนอยด์<w></c>
	旅行签证	51021	<c:fff1cc74>จัดหา<w>พาส<w>เพื่อ<w>ไป<w>ยัง<w>กลุ่ม<w>อื่น<w>หนึ่ง<w>ครั้ง<w></c>
	秘境历练	51022	<c:fff1cc74>เข้าร่วม<w>แดนฝึกลึกลับ<w>หนึ่ง<w>ครั้ง<w></c>
	中山探险1	51023	<c:fff1cc74>รวบรวม<w>คริสตัลไฟ<w> 5 ชิ้น<w>จาก<w>เซนทรัลเมานต์<w></c>
	中山探险2	51024	<c:fff1cc74>รวบรวม<w>คริสตัลน้ำแข็ง<w> 5 ชิ้น<w>จาก<w>เซนทรัลเมานต์<w></c>
	官职任务	51025	<c:fff1cc74>เคลียร์<w>เควสต์<w>ตำแหน่ง<w> 1 ครั้ง<w></c>
	背城而战	51026	<c:fff1cc74>เคลียร์<w>อีเวนต์<w>ป้องกันเมือง<w> 1 ครั้ง<w></c>
	围狩试炼	51027	<c:fff1cc74>เคลียร์<w>บททดสอบการล่าสัตว์<w> 1 ครั้ง<w></c>
	分享游戏	51028	<c:fff1cc74>แชร์<w>เกม<w>บน<w>โซเชียล<w>มีเดีย<w>หนึ่ง<w>ครั้ง<w></c>
	阵营聊天	51029	<c:fff1cc74>ส่ง<w>ข้อความ<w>ใน<w>ช่อง<w>กลุ่ม<w>หนึ่ง<w>ครั้ง<w></c>
	家园互动	51030	<c:fff1cc74>กด<w>ไลก์<w>บ้าน<w>ของ<w>นักเดินทาง<w>คนอื่น<w> 5 ครั้ง<w></c>
	手有余香	51031	<c:fff1cc74>ส่งดอก<w>ไม้<w>ให้<w>นักเดินทาง<w>คนอื่น<w>หนึ่ง<w>ครั้ง<w></c>
	遥寄相思	51032	<c:fff1cc74>ส่งดอก<w>ไม้<w>ไป<w>ยัง<w>บ้าน<w>ของ<w>นักเดินทาง<w>คนอื่น<w>หนึ่ง<w>ครั้ง<w></c>
	洒扫清洁	51033	<c:fff1cc74>ทำความสะอาด<w>บ้าน<w>หนึ่ง<w>ครั้ง<w></c>
	氏族福利	51034	<c:fff1cc74>เข้าร่วม<w>จิตวิญญาณ<w>แห่ง<w>เผ่า<w>หรือ<w>มื้อ<w>อาหาร<w>ใน<w>เผ่า<w>หนึ่ง<w>ครั้ง<w></c>
	氏族捐献	51035	<c:fff1cc74>บริจาค<w>ให้<w>กับ<w>เผ่า<w> 1 ครั้ง<w></c>
	氏族任务	51036	<c:fff1cc74>เคลียร์<w>เควสต์เผ่า<w> 1 ครั้ง<w></c>
	家园守护	51037	<c:fff1cc74>เข้าร่วม<w>ป้องกันบ้าน<w>หนึ่ง<w>ครั้ง<w></c>
	火㷰焚城	51038	<c:fff1cc74>เข้าร่วม<w>ไพโรธอน<w>หนึ่ง<w>ครั้ง<w></c>
	家园种植	51039	<c:fff1cc74>ปลูกพืช<w>ใน<w>บ้าน<w>ของ<w>ท่าน<w>สอง<w>ครั้ง<w></c>
	灵兽喂养	51040	<c:fff1cc74>ให้<w>อา<w>หาร<w>สัตว์เลี้ยง<w>หนึ่ง<w>ครั้ง<w></c>
	灵兽洗练	51041	<c:fff1cc74>ฝึก<w>สัตว์เลี้ยง<w>ซ้ำ<w>หนึ่ง<w>ครั้ง<w></c>
	灵兽吞噬	51042	<c:fff1cc74>ใช้<w>สัตว์เลี้ยง<w>เพื่อ<w>กลืนกิน<w>หนึ่ง<w>ครั้ง<w></c>
	炼器之道	51043	<c:fff1cc74>ฟิวส์<w>อาวุธ<w>หรือ<w>อุปกรณ์<w>หนึ่ง<w>ครั้ง<w>โดย<w>ใช้<w>แท่น<w>ตีบวก<w></c>
	闲来垂钓	51044	<c:fff1cc74>ไป<w>ตกปลา<w> 5 ครั้ง<w></c>
	沙海淘金	51045	<c:fff1cc74>รับ<w>ทรายทองคำ<w> 1 คอ<w>ลเลก<w>ชัน<w>จาก<w>การร่อน<w>ทอง<w>คำ<w></c>
	家园科技	51046	<c:fff1cc74>อัปเกรด<w>ความสามารถ<w>ของ<w>ลูกแก้ววิญญาณ<w>หนึ่ง<w>ครั้ง<w></c>
	家具制作	51047	<c:fff1cc74>สร้าง<w>เฟอร์นิเจอร์<w> 1 ชิ้น<w></c>
	厨艺精进	51048	<c:fff1cc74>ใช้<w>เตา<w>เพื่อ<w>ทำอาหาร<w> 5 ครั้ง<w></c>
	有备无患	51049	<c:fff1cc74>ใช้<w>เครื่องผลิตน้ำอมฤต<w>เพื่อ<w>ฟิวส์<w>ยา<w>หนึ่ง<w>ครั้ง<w></c>
	回收利用	51050	<c:fff1cc74>ใช้<w>เครื่องหลอม<w>เพื่อ<w>เรียกกลับ<w>หนึ่ง<w>ครั้ง<w></c>
	炼金铸币	51051	<c:fff1cc74>ใช้<w>เครื่องหยอดเหรียญ<w>เพื่อ<w>ทำเหรียญ<w> 1 เบี้ย<w></c>
	纳灵	51052	<c:fff1cc74>รับ<w> EXP<w> จาก<w> <$block:40004> หนึ่ง<w>ครั้ง<w></c>
	山海幻境	51053	<c:fff1cc74>ท้าทาย<w>คู่ต่อสู้<w>ใน<w>มิติ<w>ลวงตา<w>หนึ่ง<w>ครั้ง<w></c>
	小队券任务	51054	<c:fff1cc74>เคลียร์<w>เควสต์<w>เครื่องรางประจำทีม<w> 1 ครั้ง<w></c>
	冲浪竞速	51055	<c:fff1cc74>เข้าร่วม<w>โต้คลื่นสุดเหวี่ยง<w>หนึ่ง<w>ครั้ง<w></c>
	拍照	51056	<c:fff1cc74>เคลียร์<w>เควสต์<w>ถ่ายภาพ<w> 1 ครั้ง<w></c>
	拍卖行	51057	<c:fff1cc74>เรียก<w>ด<w>ู<w>ใน<w>สถานที่ประมูล<w>หนึ่ง<w>ครั้ง<w></c>
	游戏机	51058	<c:fff1cc74>ใช้<w>เครื่องเกม<w>เพื่อ<w>เคลียร์<w>ด่าน<w>ใด<w>ก็ได้<w> 1 ครั้ง<w></c>
	微信任务	51059	<c:fff1cc74>ดู<w>สิทธิพิเศษ<w>ของ<w> WeChat หนึ่ง<w>ครั้ง<w></c>
	微信链接	51060	https://g0wx.cn/s/KZUfD7eBl
	混沌魔方	51061	<c:fff1cc74>开启5次混沌魔方</c>
	天魔灵视	51062	<c:fff1cc74>เปิด<w> "นิมิตมาร<w>" 2 ครั้ง<w></c>
	世界至理	51063	<c:fff1cc74>เปิด<w> "ความเป็นจริงของโลก<w>" หนึ่ง<w>ครั้ง<w></c>
		51064	<c:fff1cc74>เคลียร์<w>เควสต์<w>ล่ารางวัล<w>หมู่บ้าน<w>สัตว์<w> 6 ครั้ง<w></c>
		51065	<c:fff1cc74>เข้าร่วม<w>แดนฝึกลึกลับ<w> 2 ครั้ง<w></c>
		51066	<c:fff1cc74>เคลียร์<w>การ<w>ท้าทายโทเทม<w> 4 ครั้ง<w></c>
		51067	<c:fff1cc74>เคลียร์<w>การ<w>ท้าทายโทเทม<w> 6 ครั้ง<w></c>
		51068	<c:fff1cc74>เคลียร์<w>เควสต์<w>พาส<w>ทีม<w> 2 ครั้ง<w></c>
		51069	<c:fff1cc74>ล่า<w>อสูรยักษ์<w> 3 ตัว<w></c>
		51070	<c:fff1cc74>ล่า<w>อสูรยักษ์<w> 6 ตัว<w></c>
		51071	<c:fff1cc74>ล่า<w>อสูรยักษ์<w> 9 ตัว<w></c>
		51072	<c:fff1cc74>开启10次混沌魔方礼包</c>
		51073	<c:fff1cc74>开启15次混沌魔方礼包</c>
		51074	<c:fff1cc74>เปิด<w>แพ็ก<w>นิมิตมาร<w> 4 ครั้ง<w></c>
		51075	<c:fff1cc74>เปิด<w>แพ็ก<w>นิมิตมาร<w> 6 ครั้ง<w></c>
		51076	<c:fff1cc74>เปิด<w>แพ็ก<w>ความเป็นจริงของโลก<w> 2 ครั้ง<w></c>
		51077	<c:fff1cc74>เปิด<w>แพ็ก<w>ความเป็นจริงของโลก<w> 3 ครั้ง<w></c>
		51078	<c:fff1cc74>บริจาค<w>ให้<w>กับ<w>เผ่า<w> 2 ครั้ง<w></c>
		51079	<c:fff1cc74>บริจาค<w>ให้<w>กับ<w>เผ่า<w> 3 ครั้ง<w></c>
		51080	<c:fff1cc74>ใช้<w>เตา<w>เพื่อ<w>ทำอาหาร<w> 10 ครั้ง<w></c>
		51093	<c:fff1cc74>เข้าร่วม<w>ใน<w>ปาร์ตี้<w>ดนตรี<w>และ<w>ปาร์ตี้เต้นรำ<w>หนึ่ง<w>ครั้ง<w></c>
	图腾挑战	51101	ท้าทายโทเทม
	狩猎巨兽	51102	ล่าอสูร
	群侠挑战	51103	ท้าทาย<w>ตำนาน
	盗乱之患	51104	วิบัติจอมโจร
	日常寻宝	51105	ล่าสมบัติ
	灵兽捕捉	51106	จับอสูร
	鸟瞰全景	51107	มุมมองจากที่สูง
	采撷珊瑚	51108	ผู้เก็บเกี่ยว<w>ปะการัง
	魔神降世	51109	ปิศาจ
	悬赏任务	51110	เควสต์<w>ล่ารางวัล
	旅行签证	51111	พาส<w>เดินทาง
	秘境历练	51112	อาณาจักรลับ
	中山探险	51113	สำรวจ<w>เซนทรัลเมานต์
#		51114	
	官职任务	51115	เควสต์<w>ตำแหน่ง
	背城而战	51116	ป้องกันเมือง
	围狩试炼	51117	บททดสอบการล่าสัตว์
	分享游戏	51118	แชร์
	阵营聊天	51119	แชท<w>กลุ่ม
	家园互动	51120	โต้ตอบในบ้าน
	手有余香	51121	ของขวัญ
	遥寄相思	51122	ส่ง<w>ความคิดถึง
	洒扫清洁	51123	ทำความสะอาด
	氏族福利	51124	สวัสดิการเผ่า
	氏族捐献	51125	ของ<w>บริจาค
	氏族任务	51126	เควสต์เผ่า
	家园守护	51127	ป้องกันบ้าน
	火㷰焚城	51128	ไพโรธอน
	家园种植	51129	เพาะปลูก
	灵兽喂养	51130	ให้อาหาร<w>อสูร
	灵兽洗练	51131	ฝึก<w>อสูร<w>ใหม่
	灵兽吞噬	51132	กลืนกินอสูร
	炼器之道	51133	ตีบวก
	闲来垂钓	51134	ตกปลา
	沙海淘金	51135	ร่อน
	息壤能力	51136	ลูกแก้ววิญญาณ
	家具制作	51137	ทำเฟอร์นิเจอร์
	厨艺精进	51138	ทำอาหาร
	我是药神	51139	กลั่น
	回收利用	51140	รีไซเคิล
	炼金铸币	51141	สร้าง<w>เหรียญ
	纳灵	51142	รวม EXP
	山海幻境	51143	ท้าทาย<w>ใน<w>มิติ<w>ลวงตา
		51144	สงครามเผ่า
	小队合作	51145	เควสต์ทีม
	冲浪竞速	51146	โต้คลื่นสุดเหวี่ยง
	拍照	51147	มุมมองของโลก
	拍卖行	51148	ประมูล
	游戏机	51149	ฝึกสกิล
	微信专属任务	51150	สิทธิพิเศษ<w>ของ<w> WeChat
	混沌魔方	51151	ลูกบาศก์โกลาหล
	天魔灵视	51152	นิมิตมาร
	世界至理	51153	ความเป็นจริงของโลก
	乐舞球活动	51162	ปาร์ตี้<w>ดนตรี<w>และ<w>งานเต้นรำ
	图腾挑战	51201	<n> <n>คิเมราแลนด์<w>คือ<w>ดินแดน<w>ที<w>่<w>เร้นลับ<w>แล<w>ะ<w>คาดเดา<w>ไม่ได้<w> บรรดา<w>สิ่งมีชีวิต<w>ทั้งหมด<w>ใน<w>ดินแดน<w>แห่ง<w>นี้<w>ต่าง<w>ก็<w>มี<w>วิญญาณ<w> ลอร์ด<w>ออโรกอน<w>จาก<w>อดีตกาล<w>ได้<w>สร้าง<w><c:fff1cc74>โทเทม<w>ประหลาด<w></c>ไว้<w>มากมาย<w>ใน<w>คิเมราแลนด์<w>เพื่อ<w>ผนึก<w>วิญญาณ<w>ของ<w>อสูร<w>ร้าย<w><n>โต้ตอบ<w>กับ<w><c:fff1cc74>โทเทม<w></c>เพื่อ<w>ปล่อย<w>อสูร<w>เหล่านี้<w> และ<w>เอาชนะ<w>พวก<w>มัน<w>เพื่อ<w>รับ<w>สมบัติ<w>หาย<w>าก
	狩猎巨兽	51202	<n> <n>มี<w>อสูรยักษ์<w>มากมาย<w>นอน<w>นิ่ง<w>อยู่<w>ใน<w>คิเมราแลนด์<w> และ<w>มี<w>สมบัติ<w>กระจาย<w>อยู่<w>ทั่ว<w>ทุกหน<w>แห่ง<w><n>รวมทีม<w>กับ<w>คนอื่น<w>ๆ<w> เพื่อ<w>ออ<w>กล่าอสูรยักษ์<w>และ<w>รับ<w>โอกาส<w>ที่จะ<w>ได้รับ<w><c:fff1cc74>วิญญาณ<w>อสูร<w></c> <c:fff1cc74>หนังอสูร<w></c> และ<w>วัสดุ<w>พบ<w>น้อย<w>อื่น<w>ๆ<w> สำหรับ<w>การ<w>ฟิวส์
	群侠挑战	51203	<n> <n>อสูรดุร้าย<w>และ<w>กองโจร<w>ออก<w>อาละวาด<w>อยู่<w>ทั่ว<w>คิเมราแลนด์<w> และ<w>ยัง<w>มี<w>นักรบ<w>ใน<w>ตำนาน<w>ที<w>่<w>ต่อสู้<w>กับ<w>ความอยุติธรรม<w> หาก<w>ท่าน<w>ได้<w>พบ<w>กับ<w>นักรบ<w>ใน<w>ตำนาน<w>ขณะ<w>ออก<w>สำรวจ<w> ท่าน<w>สามารถ<w>เข้า<w>ท้าทาย<w>พวกเขา<w>ได้<w> หรือ<w>จะ<w>ขอ<w>คำแนะนำ<w>ก็ได้<w>เช่นกัน<w> โดย<w>คุณ<w>มีโอกาส<w>ที่จะ<w>ได้รับ<w><c:fff1cc74>หนังสือสกิล<w>ติดวิญญาณ<w></c>
	盗乱之患	51204	<n> <n>ภัยพิบัติ<w>ทางธรรมชาติ<w>ที่<w>ทำให้<w>ภูมิประเทศ<w>เปลี่ยนไป<w> สิ่ง<w>ต่าง<w>ๆ<w> จึง<w>ด<w>ู<w>ไม่<w>ค่อย<w>ดี<w>สำหรับ<w>เผ่าฮิวแมนนอยด์<w> นักรบ<w>แห่ง<w>ความยุติธรรม<w> จง<w>ชู<w>ดาบ<w>ของ<w>เจ้า<w>ขึ้น<w> จัดการ<w>เหล่า<w>โจร<w> และ<w>ปกป้อง<w>เผ่าฮิวแมนนอยด์<w>! <n>ทำ<w>เควสต์<w><c:fff1cc74>ความทุกข์<w>ของ<w>ผู้ใหญ่บ้าน<w></c>ของ<w>แต่ละ<w>หมู่บ้าน<w>ให้<w>เสร็จ<w> เมื่อ<w>เสร็จ<w>แล้ว<w> ท่าน<w>สามารถ<w>ไปหา<w><c:fff1cc74>ผู้ใหญ่บ้าน<w></c> และ<w>เปิดใช้งาน<w>อีเวนต์<w><c:fff1cc74>วิบัติจอมโจร<w></c>ของ<w>เผ่า<w>ที่<w>เกี่ยวข้อง<w>ได้
	日常寻宝	51205	<n> <n>สมบัติ<w>หาย<w>าก<w>ซ่อน<w>อยู่<w>ใน<w>คิเมราแลนด์<w>กำลัง<w>รอ<w>ผู้<w>ที่จะ<w>มา<w>ค้นพบ<w> <c:fff1cc74>กุญแจ<w></c>คือ<w>สิ่งจำเป็น<w>ใน<w>การ<w>เปิด<w>หีบ<w>สมบัติ<w> โดย<w>มอนสเตอร์<w>ที่อยู่<w>ใกล้<w>กับ<w>หีบ<w>อาจ<w>ดรอป<w>กุญแจ<w>ให้ท่า<w>น
	灵兽捕捉	51206	<n> <n>การ<w>เดิน<w>เตร็ดเตร่<w>ใน<w>คิเมราแลนด์<w>คนเดียว<w>อาจ<w>ไม่ใช่<w>ความคิด<w>ที่<w>ดี<w>สัก<w>เท่าไหร่<w> แต่<w>การ<w>มี<w>อสูรวิญญาณ<w>เดินทาง<w>ไป<w>ด้วย<w>จะ<w>ทำ<w>ให้ท่า<w>น<w>ปลอดภัย<w>ขึ้น<w><n>ท่าน<w>จำเป็นต้อง<w>ม<w>ี<w> <c:fff1cc74><$item:10406036></c> หรือ<w> <c:fff1cc74><$item:1021005></c> เพื่อ<w>จับ<w>อสูรวิญญาณ<w> ซึ่ง<w>สามารถ<w>ฟิวส์<w>ได้ที่<w><c:fff1cc74>โต๊ะช่าง<w></c> หรือ<w>ซื้อ<w>ที่<w><c:fff1cc74>เวิลด์ช็อป<w></c>
	鸟瞰全景	51207	<n> <n>คิเมราแลนด์<w>นั้น<w>กว้างใหญ่<w>และ<w>เต็มไปด้วย<w>โอกาส<w> หาก<w>ท่าน<w>ต้องการ<w> ท่าน<w>สามารถ<w>ท่อง<w>ไป<w>ยัง<w>ทะเล<w>ทางเหนือ<w>ใน<w>ตอนกลางวัน<w> และ<w>เดินทาง<w>กลับ<w>ไป<w>ที่<w>เซาธ์เมานต์<w>ใน<w>ตอนกลางคืน<w>ได้<w><n>ใช้<w><c:fff1cc74>ข้อมูลโลก<w></c>เพื่อ<w>สำรวจ<w>โลก<w>และ<w>สัมผัส<w>กา<w>ร<w>ไหลเวียน<w>ของ<w>พลังงาน<w>วิญญาณ<w>เมื่อ<w>ประสาทสัมผัส<w>ของ<w>ท่าน<w>พัฒนา<w>ขึ้น
	采撷珊瑚	51208	<n> <n>ใน<w>ยุค<w>โบราณ<w> การค้า<w>ระหว่าง<w>เผ่า<w>ต่าง<w>ๆ<w> เกิดขึ้น<w>ผ่าน<w>กา<w>รแลกเปลี่ยน<w>สินค้า<w> หรือ<w>ใช้<w>เปลือกหอย<w>เป็น<w>สกุลเงิน<w> เปลือกหอย<w>มี<w>ความงดงาม<w>และ<w>พกพา<w>ง่าย<w> และ<w>สามารถ<w>รวบรวม<w>ได้<w>โดย<w>การ<w>เก็บ<w>ปะการัง<w>ใน<w>ทะเล<w> หรือ<w>ผ่าน<w> <c:fff1cc74>เครื่องหยอดเหรียญ<w></c> เพื่อ<w>สร้าง<w>เบี้ย
	魔神降世	51209	<n> <n>ใน<w>ร่าง<w>ของ<w>ชือโหยว<w> ผู้บัญชาการ<w>แห่<w>ง<w>จิ่วหลี<w> มี<w>สายเลือด<w>ต้อง<w>สาป<w>ไหลเวียน<w>อยู่<w> ซึ่ง<w>ทำให้<w>เขา<w>ติด<w>อยู่<w>ใน<w>วังวน<w>แห่ง<w>ความหลง<w>ใหล<w>และ<w>ความยุ่งเหยิง<w> เขา<w>กำลังจะ<w>เปลี่ยนเป็น<w>ปิศาจ<w>แล้ว<w><n>นักรบ<w>แห่ง<w>ความยุติธรรม<w>สามารถ<w>รวมทีม<w>กัน<w>เพื่อ<w>ช่วย<w>ให้<w>เขา<w>กำราบ<w>ปิศาจ<w>ใน<w>จิตใจ<w>และ<w>หยุดยั้ง<w>ความทะเยอทะยาน<w>อัน<w>บ้าคลั่ง<w>ของ<w>เขา<w>ล<w>ง<w> แล้ว<w>แก<w>้วิกฤต<w>ที่<w>กำลัง<w>มาสู่<w>คิเมราแลนด์<w>!<n>ค้นหา<w> <c:fff1cc74><$cha:3100151></c>เครื่องสังเวย<w><c:fff1cc74><$still:1250099></c> จาก<w>ทุก<w>ทวีป<w> แล้วจึง<w>อัญเชิญ<w>และ<w>เอาชนะ<w> <c:fff1cc74><$cha:3100154></c>
	悬赏任务	51210	<n> <n>คิเมราแลนด์<w>เป็นบ้า<w>น<w>ของ<w>สิ่งมีชีวิต<w>มากมาย<w> เผ่า<w>ต่าง<w>ๆ<w> เชื่อว่า<w>เทพเจ้า<w>ที่<w>ลง<w>มาจาก<w>ฟากฟ้า<w>คือ<w>วิญญาณ<w>บรรพบุรุษ<w>ของ<w>เผ่า<w> ชาวบ้าน<w>มักจะ<w>ขอพร<w>ด้วย<w>ความหวัง<w>ว่า<w>จะ<w>ได้รับ<w>ความช่วยเหลือ<w>อัน<w>ศักดิ์สิทธิ์<w><n>โต้ตอบ<w>กับ<w><c:fff1cc74>รูปปั้น<w>ประจำ<w>เผ่า<w></c>เพื่อ<w>ฟัง<w>ความปรารถนา<w>ของ<w>เผ่า<w> ดำเนินการ<w>ให้<w>เสร็จ<w>เพื่อ<w>รับรางวัล<w>พิเศษ
	旅行签证	51211	<n> <n>คิเมราแลนด์<w>คือ<w>โลก<w>ที่<w>เผ่า<w>ต่าง<w>ๆ<w> มี<w>ความเท่าเทียมกัน<w> และออกเดินทาง<w>สำรวจ<w> แต่ละ<w>เผ่า<w>ตั้งอยู่<w>บน<w>ทวีป<w>หนึ่ง<w> โดย<w>มีพลัง<w>และ<w>ไอเทม<w>พิเศษ<w>ที่<w>แตกต่าง<w>กัน<w>ไป<w><n>หาก<w>ท่าน<w>ต้องการ<w>เดินทาง<w>ไป<w>ยัง<w>ทวีป<w>อื่น<w>เพื่อ<w>หา<w>ไอเทม<w>พิเศษ<w> ท่าน<w>จะ<w>ต้อง<w>ไป<w>ที่<w> <c:fff1cc74>ท่าเรือ<w></c> และ<w>มองหา<w> "<c:fff1cc74>คู่มือดินแดนต่างประเทศ<w></c>" เพื่อ<w>จัดหา<w> "<c:fff1cc74>พาส<w></c>" หาก<w>ท่าน<w>เลือก<w>ที่จะ<w>เก็บ<w>เอ<w>า<w>ไว้<w> ท่าน<w>อาจ<w>เสี่ยง<w>ถูกจับ<w>ได้
	秘境历练	51212	<n> <n><c:fff1cc74>อาณาจักรลับ<w></c>คือ<w>สถานที่<w>ปริศนา<w>ที<w>่<w>สร้าง<w>ขึ้น<w>จาก<w>ความโกลาหล<w> และ<w>เต็มไปด้วย<w>จิต<w>อัน<w>ชั่วร้าย<w> หาก<w>ท่าน<w>มีโอกาส<w> ท่าน<w>ควร<w>ออก<w>สำรวจ<w> เพราะ<w>ท่าน<w>จะ<w>ได้รับ<w>เพื่อ<w>รับ<w> <c:fff1cc74>EXP<w></c> เป็น<w>จำนวนมาก
	中山探险	51213	<n> <n>เซนทรัลเมานต์<w>เป็น<w>ที่<w>ที่<w>เงียบ<w>และ<w>โดดเดี่ยว<w> ดินแดน<w>ที<w>่<w>ไร้<w>ซึ่ง<w>ผู้คุม<w> สภาพอากาศ<w>มี<w>เพียง<w>ร้อน<w>จัด<w>และ<w>หนาว<w>จัด<w> ความผิดปกติ<w>นี้<w>ได้<w>กำเนิด<w>โลก<w>ที่<w>อันตราย<w>และ<w>เป็น<w>เอกลักษณ์<w>ซึ่ง<w>เต็มไปด้วย<w>ไอเทม<w>แปลก<w>และ<w>หาย<w>าก<w> เช่น<w> <c:fff1cc74>คริสตัลไฟ<w></c> และ<w> <c:fff1cc74>คริสตัลน้ำแข็ง<w></c><n>รวบรวม<w> <c:fff1cc74>ลาวา<w></c> และ<w> <c:fff1cc74>น้ำแข็ง<w></c> เพื่อ<w>โอกาส<w>ที่จะ<w>ได้รับ<w>ไอเทม
#		51214	
	官职任务	51215	<n> <n>ทุกคน<w>หวัง<w>ว่า<w>จะ<w>ไต่เต้า<w>ได้อย่างรวดเร็ว<w><n>การ<w>เลื่อนตำแหน่ง<w>จำเป็นต้อง<w>เคลียร์<w>เควสต์<w>จัดอันดับ<w>ที่<w>ต้องการ<w>ก<w>่อน<w> หา<w>เจ้าหน้าที่<w>ที่สาม<w>ารถ<w>มอบ<w>เควสต์<w>สำหรับ<w>เพิ่ม<w>ยศ<w>ให้ท่า<w>น<w>ได้<w>สิ
	背城而战	51216	<n> <n>ศัตรู<w>จำนวนมาก<w>จะเข้<w>า<w>โจมตี<w> ทำให้<w>เมือง<w>ตกอยู่ในอันตราย<w> เพื่อ<w>เป็น<w>การปกป้อง<w>เมือง<w>และ<w>ผู้คน<w>ของ<w>ข้า<w> ข้า<w>จะ<w>ลับ<w>ดาบ<w>ของ<w>ข้า<w>ให้<w>คม<w> และ<w>ยืน<w>เคียงข้าง<w>กับ<w>พรรคพวก<w>เพื่อ<w>ต่อสู้<w>กับ<w>กองทัพ<w>ศัตรู<w> ร่วมมือกัน<w>ใน<w>อีเวนต์<w>ป้องกันเมือง<w>เลย<w>!
	围狩试炼	51217	<n> <n>ใน<w>อดีต<w>นั้น<w>มีน<w>กและ<w>อสูร<w>อยู่<w>จำนวนมาก<w> หาก<w>แต่<w>มี<w>มนุษย์<w>อยู่<w>เพียง<w>เล็กน้อย<w>เท่านั้น<w> ผู้<w>มีฝีมือ<w>คน<w>หนึ่ง<w>ได้<w>วาด<w> <c:fff1cc74><$block:21035></c> และ<w>ผสม<w>เข้ากับ<w>พลัง<w>ศักดิ์สิทธิ์<w>เพื่อ<w>สร้าง<w>ทางผ่าน<w>สู่<w>ทุ่งแห่งการทดสอบ
	分享游戏	51218	<n> <n>เมื่อ<w><c:fff1cc74>จับภาพ<w>หน้าจอ<w> "มุมมอง<w>"</c> <c:fff1cc74>ปรับแต่งตัวละคร<w></c> หรือ<w><c:fff1cc74>เปลี่ยน<w>แฟชัน<w></c> ท่าน<w>สามารถ<w>บันทึก<w>และ<w>แชร์<w>ท่าทาง<w>ใน<w>รูปภาพ<w>ขณะนั้น<w>ได้<w> บันทึก<w>รูปภาพ<w>ที่<w>ท่าน<w>คิด<w>ว่า<w>เจ๋ง<w>ที่สุด<w>และ<w>น่าสนใจ<w>ที่สุด<w> แล้ว<w><c:fff1cc74>แชร์<w></c>กับ<w>เพื่อน<w>ๆ<w> ของ<w>ท่าน<w>เลย<w>!
	阵营聊天	51219	<n> <n> ใคร<w>บ<w>อ<w>กว่า<w>เรา<w>อยู่ตัว<w>คนเดียว<w>ล่ะ<w>? เรา<w>ม<w>ี<w>พรรคพวก<w>!<n>คุย<w>กับ<w>พันธมิตร<w>และ<w>หา<w>เพื่อน<w>ภายใน<w>กลุ่ม<w>ของ<w>ท่าน<w> เข้าหา<w>แล้ว<w>ทักทาย<w>เลย
	家园互动	51220	<n> <n>ท่าน<w>สามารถ<w>สร้าง<w>อะไร<w>ก็ได้<w>ตามแต่<w>จินตนาการ<w> ตั้งแต่<w>บ้านไร่<w>แบบ<w>ชนบท<w>ไป<w>จนถึง<w>ปราสาท<w>อัน<w>วิจิตร<w>! อย่า<w>ลืม<w>ชื่นชม<w>เมื่อ<w>ท่าน<w>เห็น<w>บ้าน<w>หลัง<w>งาม<w>ของ<w>คนอื่น<w>ๆ<w>!
	手有余香	51221	<n> <n>ดอกไม้<w>เป็น<w>สัญลักษณ์<w>แห่ง<w>ความยั่งยืน<w> และ<w>สามารถ<w>เก็บ<w>ได้อย่าง<w>อิสระ<w> มี<w>ใคร<w>ไม่<w>อยากได้<w>ดอกไม้<w>สวย<w>ๆ<w> แบบ<w>นั้น<w>บ้าง<w>ล่ะ<w> <n>ใช้<w> <@item:60012> เพื่อ<w>ทำ<w>ช่อดอกไม้<w> และ<w>นำ<w>ไป<w>ให้<w>กับ<w>คนที<w>่<w>ท่าน<w>ชอบ<w>สิ
	遥寄相思	51222	<n> <n>ส่งดอก<w>ไม้<w>ไป<w>ที่<w>บ้าน<w>ที<w>่<w>ท่าน<w>ชอบ<w>แทน<w>การแสดง<w>มิตรภาพ
	洒扫清洁	51223	<n> <n>เริ่มต้น<w>ทุก<w>เช้า<w>ด้วย<w>การ<w>ทำให้<w>บ้าน<w>สะอาด<w>เอี่ยมอ่อง<w>ก่อนที่จะ<w>ออก<w>ไป<w>ยัง<w>คิเมราแลนด์<w>! <n>และ<w>ท่าน<w>ยัง<w>สามารถ<w>ช่วยเหลือ<w>นักเดินทาง<w>คนอื่น<w>ๆ<w> ทำความสะอาด<w>บ้าน<w>ได้<w>อีกด้วย<w>! <n>การ<w>ทำความสะอาด<w>บ้าน<w>จะ<w>ใช้<w> <@item:14308005>
