sdwa	DESC	ID
	鬼金羊22	213135	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -18%
	鬼金羊23	213136	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -22%
	鬼金羊24	213137	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -26%
	鬼金羊25	213138	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -30%
	鬼金羊30	213139	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +10% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊31	213140	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +12% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊32	213141	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +14% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊33	213142	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +16% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊34	213143	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +18% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊35	213144	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +20% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	井木犴10双枪	213145	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 10% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴11	213146	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 12% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴12	213147	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 14% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴13	213148	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 16% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴14	213149	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 18% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴15	213150	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 20% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴20	213151	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 10% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴21	213152	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 12% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴22	213153	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 14% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴23	213154	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 16% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴24	213155	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 18% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴25	213156	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 20% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	井木犴30	213157	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 10% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 2% เมื่อ<w>เล็ง<w>เป้าหมาย
	井木犴31	213158	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 12% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 4% เมื่อ<w>เล็ง<w>เป้าหมาย
	井木犴32	213159	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 14% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 6% เมื่อ<w>เล็ง<w>เป้าหมาย
	井木犴33	213160	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 16% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 8% เมื่อ<w>เล็ง<w>เป้าหมาย
	井木犴34	213161	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 18% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 10% เมื่อ<w>เล็ง<w>เป้าหมาย
	井木犴35	213162	ถือ<w>อาวุธปืนร่วม<w>เพิ่ม<w> <c:FF96dec9>อัตรา<w>การ<w>ยิง<w></c> 20% และ<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 12% เมื่อ<w>เล็ง<w>เป้าหมาย
	轸水蚓10飞镖	213163	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 10% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓11	213164	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 12% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓12	213165	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 14% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓13	213166	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 16% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓14	213167	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 18% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓15	213168	ถือ<w>ดาวกระจายดอกเหมย<w>เพิ่ม<w> <c:FF96dec9>ความเร็ว<w></c> 20% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	轸水蚓20	213169	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +10% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓21	213170	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +12% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓22	213171	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +14% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓23	213172	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +16% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓24	213173	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +18% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓25	213174	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +20% สำหรับ<w>การ<w>โจมตีปกติ
	轸水蚓30	213175	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -10% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	轸水蚓31	213176	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -12% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	轸水蚓32	213177	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -14% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	轸水蚓33	213178	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -16% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	轸水蚓34	213179	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -18% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	轸水蚓35	213180	ขณะ<w>ถือ<w>ดาวกระจายดอกเหมย<w> <c:FF96dec9>พลัง<w>ป้องกัน<w>ของ<w>เป้าหมาย<w></c> -20% หลัง<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	翼火蛇10手铳	213181	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 10% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇11	213182	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 12% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇12	213183	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 14% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇13	213184	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 16% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇14	213185	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 18% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇15	213186	ถือ<w>ปืนพก<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>ป้องกัน<w></c> 20% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	翼火蛇20	213187	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +20% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇21	213188	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +24% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇22	213189	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +28% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇23	213190	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +32% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇24	213191	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +36% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇25	213192	ขณะ<w>ถือ<w>ปืนพก<w> <c:FF96dec9>ดาเมจ<w>สุดท้าย<w></c> +40% เป็นเวลา<w>  1 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	翼火蛇30	213193	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 10% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 3%
	翼火蛇31	213194	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 12% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 6%
	翼火蛇32	213195	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 14% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 9%
	翼火蛇33	213196	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 16% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 12%
	翼火蛇34	213197	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 18% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 15%
	翼火蛇35	213198	ถือ<w>ปืนพก<w>ลด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 20% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 18%
	柳土獐10双发	213199	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 5%
	柳土獐11	213200	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 7%
	柳土獐12	213201	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 9%
	柳土獐13	213202	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 11%
	柳土獐14	213203	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 13%
	柳土獐15	213204	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>การ<w>ใช้<w>ค่า<w>ความอึด<w></c> 15%
	柳土獐20	213205	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 10% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐21	213206	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 12% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐22	213207	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 14% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐23	213208	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 16% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐24	213209	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 18% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐25	213210	ถือ<w>ปืน<w>กระหึ่ม<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 20% ขณะที่<w>คุณ<w>มี<w> STA
	柳土獐30	213211	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 10% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 3%
	柳土獐31	213212	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 14% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 6%
	柳土獐32	213213	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 18% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 9%
	柳土獐33	213214	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 22% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 12%
	柳土獐34	213215	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 26% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 15%
	柳土獐35	213216	ถือ<w>ปืน<w>กระหึ่ม<w>ล<w>ด<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> 30% และ<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 18%
	星日马10	213217	
	星日马11	213218	
	星日马12	213219	
	星日马13	213220	
	星日马14	213221	
	星日马15	213222	
	星日马20	213223	
	星日马21	213224	
	星日马22	213225	
	星日马23	213226	
	星日马24	213227	
	星日马25	213228	
	星日马30	213229	
	星日马31	213230	
	星日马32	213231	
	星日马33	213232	
	星日马34	213233	
	星日马35	213234	
	张月鹿10	213235	
	张月鹿11	213236	
	张月鹿12	213237	
	张月鹿13	213238	
	张月鹿14	213239	
	张月鹿15	213240	
	张月鹿20	213241	
	张月鹿21	213242	
	张月鹿22	213243	
	张月鹿23	213244	
	张月鹿24	213245	
	张月鹿25	213246	
	张月鹿30	213247	
	张月鹿31	213248	
	张月鹿32	213249	
	张月鹿33	213250	
	张月鹿34	213251	
	张月鹿35	213252	
	娄金狗10	213253	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 0.5 วินาที
	娄金狗11	213254	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 0.6 วินาที
	娄金狗12	213255	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 0.7 วินาที
	娄金狗13	213256	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 0.8 วินาที
	娄金狗14	213257	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 0.9 วินาที
	娄金狗15	213258	สถานะ<w>ทนทาน<w> 1 วินาที<w>ที่<w>ได้รับ<w>จาก<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>อยู่<w>นาน<w>ขึ้น<w></c> 1 วินาที
	娄金狗20	213259	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 0.5 วินาที
	娄金狗21	213260	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 0.6 วินาที
	娄金狗22	213261	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 0.7 วินาที
	娄金狗23	213262	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 0.8 วินาที
	娄金狗24	213263	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 0.9 วินาที
	娄金狗25	213264	คลื่น<w>จันทรา<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
	娄金狗30	213265	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
	娄金狗31	213266	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.2 วินาที
	娄金狗32	213267	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.4 วินาที
	娄金狗33	213268	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.6 วินาที
	娄金狗34	213269	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.8 วินาที
	娄金狗35	213270	มูนเรนด์<w> <c:FFf1cc74>คมโลหิต<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 2 วินาที
	奎木狼10	213271	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
	奎木狼11	213272	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.2 วินาที
	奎木狼12	213273	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.4 วินาที
	奎木狼13	213274	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.6 วินาที
	奎木狼14	213275	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.8 วินาที
	奎木狼15	213276	ซันเดอร์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 2 วินาที
	奎木狼20	213277	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
	奎木狼21	213278	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.2 วินาที
	奎木狼22	213279	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.4 วินาที
	奎木狼23	213280	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.6 วินาที
	奎木狼24	213281	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.8 วินาที
	奎木狼25	213282	พุ่งโฉบไก่ฟ้า<w> <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 2 วินาที
	奎木狼30	213283	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
	奎木狼31	213284	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.2 วินาที
	奎木狼32	213285	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.4 วินาที
	奎木狼33	213286	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.6 วินาที
	奎木狼34	213287	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1.8 วินาที
	奎木狼35	213288	สปาร์โรมู<w>สไลซ์ <c:FFf1cc74>ดาบคู่<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 2 วินาที
	参水猿10	213289	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 1 วินาที
	参水猿11	213290	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 1.2 วินาที
	参水猿12	213291	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 1.4 วินาที
	参水猿13	213292	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 1.6 วินาที
	参水猿14	213293	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 1.8 วินาที
	参水猿15	213294	คืน<w>เดือน<w>แรม<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>ระยะเวลา<w></c> เพิ่มขึ้น<w> 2 วินาที
	参水猿20	213295	พุ่งโฉบสายฟ้า<w> <c:FFf1cc74>จันทร์เสี้ยว<w></c> <c:FF96dec9>คูลดาวน์<w></c> ลดลง<w> 1 วินาที
